"Transect","Baseline.Offshore","Transect.Spacing","Transect.Distance","Transect.Flag","Transect.StartX","Transect.StartY","Transect.EndX","Transect.EndY","Transect.Inner.Xcoord","Transect.Inner.Ycoord","Transect.Outer.Xcoord","Transect.Outer.Ycoord","Min.Date.Xcoord","Min.Date.Ycoord","Max.Date.Xcoord","Max.Date.Ycoord","Number.Dates","Min.Date","Max.Date","Elapsed.Years","Transect.Means","Range.Distance","Stdev.Change","Min.Date.Position","Max.Date.Position","Min.Date.Dist","Max.Date.Dist","Min.Date.Acc","Max.Date.Acc","Net.Change","EPR","EPR.Error","Mean.EPR.Eras","StDev.EPR.Eras","Mean.EPR.Eras.L","Mean.EPR.Eras.U","LRR.slope","LRR.Rsquared","LRR.intercept","LRR.SECoef","LRR.SEResi","LRR.Pval","LRR.CI.L","LRR.CI.U","WLR.slope","WLR.Rsquared","WLR.intercept","WLR.SECoef","WLR.SEResi","WLR.Pval","WLR.CI.L","WLR.CI.U","RLR.slope","LMS.slope","JK.avg","JK.min","JK.max","Min.Date.Class1","Max.Date.Class1","Att.Change","Baseline.Location","Shoreline.Location","Transect.Azimuth","Time.Stamp"
"73","1","50","103.339796208884","FLAG","458452.793032221","3432409.9660196","458549.256966937","3432447.031135","458544.589649105","3432445.23777384","458463.660800465","3432414.14182982","458463.660800465","3432414.14182982","458534.054181505","3432441.18964618","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-69.2361380910283","86.6973833327593","31.3888826692454","1","6","-11.6424128765031","-87.0533700651613","7.21","1","-75.4109571886582","-0.554536986373211","0.0645203304572387","-1.20347290524807","1.92189238181518","-3.12536528706325","0.718419476567104","-0.544900297974615","0.653187494837323","-16.6225337775405","0.198525131890343","20.6670379751366","0.0516528816676729","-1.0960944286703","0.00629383272107242","-0.266395767604438","0.418605938490287","-40.0727747173972","0.156974796302075","4.1935105278812","0.164922074802319","-0.702227672436756","0.169436137227879","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","68.9813243595853","2012-04-04 09:35:37"
"74","1","50","69.9772588493504","FLAG","458477.540384427","3432451.549523","458547.399271717","3432455.61801445","458542.399388867","3432455.32682772","458482.802692459","3432451.85599303","458482.802692459","3432451.85599303","458525.771468776","3432454.35843911","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-43.7322386335231","59.6976793206781","20.8549975960896","1","6","-5.2712246871054","-48.3128089348304","7.21","1","-43.041584247725","-0.31650772390742","0.0645203304572387","-0.930029718325975","1.59058397492136","-2.52061369324734","0.660554256595386","-0.323545597823884","0.521682401322489","-12.0548648321634","0.154903270224311","16.1258765462854","0.10498552678471","-0.753626024217304","0.106534828569536","-0.0893538882265813","0.115715270990811","-31.6359045665853","0.123504898772744","3.29937738700259","0.509427190540667","-0.432258459892116","0.253550683438953","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","86.6669326421442","2012-04-04 09:35:37"
"75","1","50","80.0647151350732","FLAG","458473.810893846","3432499.95575439","458550.49475435","3432476.93523859","458545.704879239","3432478.3731604","458478.711689438","3432498.48453422","458478.711689438","3432498.48453422","458520.287977107","3432486.00332134","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-44.7489659328358","69.9468000462051","23.1898631978258","1","6","-5.1168629276181","-48.5261749623213","7.21","1","-43.4093120347032","-0.319211822441622","0.0645203304572387","-1.00787211752799","1.85472088395419","-2.86259300148218","0.846848766426198","-0.304718153095209","0.374244792232702","-14.3213387385858","0.197012002438295","20.5095168414193","0.196839904511857","-0.85171116293023","0.242274856739811","-0.112854099057629","0.115633813350139","-28.5473688813837","0.156048997494295","4.16877823238802","0.509586040215936","-0.546115574321688","0.32040737620643","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","106.70977095477","2012-04-04 09:35:37"
"76","1","50","71.9091968508604","FLAG","458478.929895739","3432549.69031685","458550.839083607","3432549.72626102","458545.83908423","3432549.72376174","458483.958863967","3432549.6928306","458483.958863967","3432549.6928306","458525.820354874","3432549.71375528","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-41.4531500963229","61.8802279934011","20.6500359745872","1","6","-5.0289688555271","-46.8904649920948","7.21","1","-41.8614961365677","-0.307829906661594","0.0645203304572387","-0.90093228005954","1.7776574167166","-2.67858969677614","0.87672513665706","-0.288545946223889","0.423198201728712","-12.7938765085084","0.168432687266034","17.5343278245709","0.161847729101335","-0.756190056338981","0.179098163891203","-0.0860982434527687","0.100538060057739","-30.7605244249869","0.128762808489973","3.43984006173298","0.54032311342403","-0.443601112816275","0.271404625910737","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","89.9713604164693","2012-04-04 09:35:37"
"77","1","50","75.4705251887028","FLAG","458482.718534667","3432599.32683557","458554.038752472","3432574.64431738","458549.313714609","3432576.27955962","458487.569053519","3432597.64816684","458487.569053519","3432597.64816684","458515.79008225","3432587.8814264","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-37.9780374550806","65.3377421369668","21.5175241173488","1","6","-5.1327830517972","-34.9960662166631","7.21","1","-29.8632831648659","-0.219600647794791","0.0645203304572387","-1.05052418958838","2.03064747427313","-3.0811716638615","0.980123284684752","-0.225577852166002","0.238212091268066","-14.6444453524001","0.201698002962635","20.9973429915186","0.326027418199501","-0.785581285219779","0.334425580887775","0.0278447312108231","0.00763567557394553","-34.3716448377971","0.158717521091541","4.24006663066959","0.869260082507662","-0.412825753332914","0.46851521575456","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","109.089725925051","2012-04-04 09:35:37"
"78","1","50","97.1502164333981","FLAG","458474.519044295","3432647.80386697","458568.770868808","3432624.25056298","458563.920039444","3432625.46277355","458480.157471497","3432646.39483759","458480.157471497","3432646.39483759","458522.584750681","3432635.79236268","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-45.5137395647472","86.3383987216406","28.2535821004876","1","6","-5.8118177112838","-49.5438024943828","7.21","1","-43.731984783099","-0.321584607248378","0.0645203304572387","-1.38532820155433","2.98351594927075","-4.36884415082508","1.59818774771642","-0.27656162197583","0.20767885318903","-17.0810720265782","0.270094911992876","28.1176582022434","0.363744560658574","-1.02646531831728","0.473342074365618","-0.0531412480699414","0.0163251462942046","-37.012002087955","0.206252393978337","5.50993921269018","0.809388087295171","-0.625789697766422","0.519507201626539","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","104.030720942384","2012-04-04 09:35:37"
"79","1","50","82.4284912574146","FLAG","458478.560902329","3432695.40261452","458548.473317301","3432739.06850972","458544.213627971","3432736.40799302","458483.506350265","3432698.49144233","458483.506350265","3432698.49144233","458509.442656713","3432714.69074026","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-35.7354176218739","71.5754034766999","25.2069692123291","1","6","-5.8308071906127","-36.4103631989867","7.21","1","-30.579556008374","-0.224867784015676","0.0645203304572387","-0.991290502036155","2.78893680748089","-3.78022730951704","1.79764630544473","-0.162321521350166","0.0898806969179018","-17.5438186451386","0.258262919401983","26.8859136978117","0.563771522316915","-0.879374339777894","0.554731297077562","0.0848987409896157","0.0490454931460642","-42.8626933948937","0.186918192142895","4.9934347746842","0.67323760432143","-0.434069358657946","0.603866840637177","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","58.0119252268557","2012-04-04 09:35:37"
"80","1","50","81.5099313728984","FLAG","458465.391740401","3432742.54210357","458546.901635489","3432742.61901353","458541.901637714","3432742.6142957","458470.800300043","3432742.5472069","458470.800300043","3432742.5472069","458506.533132477","3432742.58092319","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-40.0799015460291","71.1013693224553","22.8924522638593","1","6","-5.4085620492331","-41.1414103906453","7.21","1","-35.7328483414122","-0.262762690893916","0.0645203304572387","-0.900373015281848","2.19824225009486","-3.09861526537671","1.29786923481302","-0.214353940408615","0.190035086352563","-17.2420502986098","0.221267527354743","23.0345868402746","0.38752580187884","-0.828691083671909","0.399983202854679","0.00493683030953946","0.000220499116091465","-37.0292793799517","0.166213728469517","4.44032441280569","0.977727818155924","-0.456546462516325","0.466420123135404","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","89.9459376670896","2012-04-04 09:35:37"
"81","1","50","68.1861894433468","FLAG","458481.667928707","3432786.53624219","458549.451455932","3432779.13692683","458544.381854032","3432779.69032948","458489.699785436","3432785.65947695","458489.699785436","3432785.65947695","458508.741396496","3432783.58087628","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-17.779274878668","55.0069027259116","20.879976627758","1","6","-8.0795692826733","-27.2342953970836","7.21","1","-19.1547261144103","-0.140854916716093","0.0645203304572387","-0.917001348782916","2.49292251660701","-3.40992386538992","1.57592116782409","-0.0624727049796959","0.0194033219227091","-10.1069084767558","0.222058539595144","23.1169334925876","0.792407689792033","-0.679006050306004","0.554060640346612","-0.00277731573683855","7.03381483022441e-05","-18.7225917451586","0.165571094434741","4.42315673586717","0.987420118737269","-0.462476370442418","0.456921738968741","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","96.2297958343278","2012-04-04 09:35:37"
"82","1","50","78.6546649164358","FLAG","458470.161642496","3432829.95185234","458547.182703451","3432845.89903022","458542.285690928","3432844.88510587","458475.139384332","3432830.98249167","458475.139384332","3432830.98249167","458519.66494924","3432840.20149093","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-44.6523294051186","68.5704686512159","24.1284201280115","1","6","-5.0833189165542","-50.5532636903851","7.21","1","-45.4699447738309","-0.334364753948897","0.0645203304572387","-1.33187211495014","2.25551872831452","-3.58739084326465","0.92364661336438","-0.348847456332966","0.453073679006408","-10.914368672257","0.191639734593343","19.9502482868185","0.142822421756903","-0.880924659406057","0.183229746740124","-0.113987479077329","0.133014089959261","-30.6067984991289","0.145507155005413","3.88715768882431","0.477189397186159","-0.517980107363365","0.290005149208707","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","78.3022234298344","2012-04-04 09:35:37"
"83","1","50","74.3866051973329","FLAG","458472.035097993","3432879.70046781","458545.183791121","3432866.18618919","458540.127533425","3432867.12033678","458476.95189042","3432878.79208654","458476.95189042","3432878.79208654","458511.573074435","3432872.39579555","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-38.9499720797236","64.2447788656994","25.8757852414136","1","6","-5.0000004302782","-40.2070866631401","7.21","1","-35.2070862328619","-0.258896481710345","0.0645203304572387","-0.724246860330831","2.49612950323964","-3.22037636357047","1.77188264290881","-0.197256615504667","0.125959684093765","-17.5892282030429","0.259807409664576","27.0466995822249","0.489990058628701","-0.918597626361997","0.524084395352662","0.0778747722166386","0.0377433417421453","-46.773902812685","0.196603878646342","5.25218349918517","0.712251635863375","-0.467985104313898","0.623734648747175","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","100.467411192526","2012-04-04 09:35:37"
"84","1","50","87.5527741499273","FLAG","458471.4065822","3432928.93668842","458556.058429703","3432906.58600665","458550.898508875","3432907.94838386","458476.716431502","3432927.53472549","458476.716431502","3432927.53472549","458523.877423306","3432915.08277848","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-54.0082146315178","76.72421639659","28.6432123166746","1","6","-5.4918120562134","-54.2689597012866","7.21","1","-48.7771476450732","-0.358684380458284","0.0645203304572387","-0.988936186929541","2.47764515139533","-3.46658133832487","1.48870896446579","-0.336990955368443","0.300018841307477","-19.6046754151287","0.257369547866318","26.7929111480706","0.26055648822866","-1.05156337676885","0.377581466031965","0.0323990749552851","0.00589169533040145","-54.4977746912667","0.210425964048283","5.62143424526527","0.885090046075875","-0.551837062933096","0.616635212843666","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","104.790318950734","2012-04-04 09:35:37"
"85","1","50","94.6604819260318","FLAG","458488.917779307","3432973.60301689","458560.147191472","3432911.25738608","458556.384828831","3432914.55050426","458493.446088229","3432969.63948177","458493.446088229","3432969.63948177","458536.220377764","3432932.2000311","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-56.2298735052734","83.6425759531461","30.1512160013835","1","6","-6.0179059723474","-62.8628909070511","7.21","1","-56.8449849347037","-0.418011490787206","0.0645203304572387","-1.12476452727613","2.74724943988044","-3.87201396715657","1.62248491260431","-0.370033557203484","0.326458545704053","-18.9653268886439","0.265753663031863","27.6657216827587","0.236215312096769","-1.10788401411668","0.367816899709717","-0.0574123116070859","0.0199299925204663","-50.0825599733701","0.201302894360534","5.37771557396631","0.789646356486422","-0.61631874731654","0.501494124102368","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","131.194987753284","2012-04-04 09:35:37"
"86","1","50","87.0423362811342","FLAG","458495.341575809","3433023.18864826","458580.83468531","3433006.83944237","458575.835044379","3433007.79554468","458500.261471937","3433022.24779589","458500.261471937","3433022.24779589","458536.195921486","3433015.37590039","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-39.5894009321638","76.9430465787587","26.0970747339099","1","6","-5.0090499190832","-41.5946702105031","7.21","1","-36.5856202914199","-0.269033577842583","0.0645203304572387","-0.732426082768561","2.02440559451917","-2.75683167728773","1.2919795117506","-0.184117774390709","0.107885544727919","-19.1124833095201","0.264724648136005","27.5585982685734","0.525028982671612","-0.919111227933127","0.550875679151709","-0.0806783279855414","0.0354542566747489","-25.7101636474723","0.21040405989925","5.62084908585282","0.720898383053653","-0.664853650206557","0.503496994235474","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","100.826201884584","2012-04-04 09:35:37"
"87","1","50","98.1642384248378","FLAG","458504.743283228","3433072.27129913","458602.230202752","3433060.75964298","458597.252970796","3433061.34737498","458509.728267838","3433071.68265165","458509.728267838","3433071.68265165","458578.34289636","3433063.5803543","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-66.6706996621535","88.132806444533","30.085526807477","1","6","-5.0196192491762","-74.1109679817133","7.21","1","-69.0913487325371","-0.508065535022331","0.0645203304572387","-1.0657142496936","1.87232451829574","-2.93803876798934","0.806610268602148","-0.48238370782685","0.557218473123921","-19.1971303791474","0.215003054335088","22.3824371574679","0.0882676087051725","-1.07932788563808","0.114560469984379","-0.20954760955638","0.280724168090018","-41.4521731001785","0.167710613452162","4.48031301659193","0.279617475444812","-0.675186921365353","0.256091702252594","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","96.7345348939847","2012-04-04 09:35:37"
"88","1","50","94.7859826181523","FLAG","458522.496245044","3433118.48468298","458613.194493778","3433090.94906646","458608.094793432","3433092.49731458","458527.375557738","3433117.00334365","458527.375557738","3433117.00334365","458605.03056002","3433093.42760328","5","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-83.4694026589494","84.3572194409601","37.3528113489377","1","5","-5.0992213705745","-86.2541036227584","7.21","1","-81.1548822521839","-0.596775130714922","0.0645203304572387","-0.183686012087787","0.402413585597547","-0.586099597685334","0.218727573509759","-0.618421064320599","0.717088721749588","-17.9784457818409","0.224265428814422","22.9412878006604","0.0702968269354018","-1.33213374965392","0.095291621012724","-0.261611405765311","0.371608334423736","-46.8436755554846","0.196412232663259","5.1536590023074","0.27502603951648","-0.886682789917025","0.363459978386403","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","106.888074957072","2012-04-04 09:35:38"
"89","1","50","85.5573941027142","FLAG","458546.830323821","3433162.12576594","458621.185389374","3433119.80092794","458616.826176583","3433122.28230529","458551.187405891","3433159.64560146","458551.187405891","3433159.64560146","458611.595303127","3433125.25985456","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-64.3213136583477","75.5279029166004","28.5472379486668","1","6","-5.0135197253308","-53.4378216683677","7.21","1","-48.4243019430369","-0.356089717831573","0.0645203304572387","0.00583313795614672","0.637274854380308","-0.631441716424161","0.643107992336455","-0.316767101481856","0.266874719275914","-29.7233862211372","0.262509760125779","27.3280220479098","0.294034851974094","-1.04561104004972","0.412076837086009","0.0608768312563917","0.0212401186422085","-58.1983769735819","0.206624422895062","5.51987779656298","0.782937915411592","-0.512804536304922","0.634558198817706","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","119.649657973678","2012-04-04 09:35:38"
"90","1","50","69.3381357992953","FLAG","458575.283909629","3433203.23341752","458637.314058336","3433172.24894193","458632.606209713","3433174.60054391","458579.813006573","3433200.9711032","458579.813006573","3433200.9711032","458626.293980377","3433177.75354483","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-54.7776360850154","59.0129536195821","22.525763043228","1","6","-5.0626855726488","-57.0197442108717","7.21","1","-51.9570586382229","-0.382067961900763","0.0645203304572387","-0.275531002457377","0.365784861019922","-0.641315863477299","0.0902538585625444","-0.370986228831013","0.587911613189087","-17.6833172394562","0.155298392873951","16.1670099520522","0.0752608560629601","-0.802163691570979","0.0601912339089529","-0.137436548500973","0.245605908857534","-34.1515519953736","0.120434795049066","3.21736095767622","0.317479833810634","-0.471817145710453","0.196944048708506","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","116.542436033382","2012-04-04 09:35:38"
"91","1","50","76.6360975840592","FLAG","458606.355933003","3433242.35376294","458637.314058336","3433172.24894193","458635.150675259","3433177.14793312","458608.599874597","3433237.2723466","458608.599874597","3433237.2723466","458635.150675259","3433177.14793312","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-60.2515178356937","65.725870947589","24.9310213779489","1","6","-5.5548236570615","-71.2806946046505","7.21","1","-65.725870947589","-0.483317381993293","0.0645203304572387","-0.309748649776067","0.420253992505393","-0.730002642281461","0.110505342729326","-0.450403816360715","0.707423471978115","-16.2584366603674","0.144827846917919","15.0769959632275","0.0358744797569537","-0.852510383032306","-0.0482972496891241","-0.265163521379273","0.600076977990821","-30.3816701775718","0.108235194581279","2.89145416115354","0.0704541872873538","-0.565672597584597","0.0353455548260501","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","156.173858738134","2012-04-04 09:35:38"
"92","1","50","68.2065271370422","FLAG","458644.015196378","3433273.87275675","458687.914153499","3433221.67111015","458684.378359815","3433225.87563492","458647.371133586","3433269.88210505","458647.371133586","3433269.88210505","458684.378359815","3433225.87563492","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-44.9488847702876","57.4987322147093","22.916744701376","1","6","-5.2141744879226","-62.7129067026319","7.21","1","-57.4987322147093","-0.422818843193529","0.0645203304572387","-1.03252001361628","1.74826128267947","-2.78078129629575","0.715741269063193","-0.406291785056111","0.681280115677606","-6.83138011810511","0.138947190057164","14.4648026479394","0.043067846383802","-0.792071030771313","-0.0205125393409096","-0.26558604302603","0.652921807734473","-21.7858350759983","0.096818495338533","2.58646221597542","0.0517384312809043","-0.534397280501315","0.00322519444925556","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","139.93785385822","2012-04-04 09:35:38"
"93","1","50","68.3941354867122","FLAG","458690.913037788","3433290.59355157","458694.599273169","3433222.29882675","458694.329788413","3433227.29155927","458691.186227227","3433285.53218256","458691.186227227","3433285.53218256","458693.212739317","3433247.98707998","5","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-31.8520444078289","58.325399082757","23.4292694703274","1","5","-5.0687364066662","-38.293084760587","7.21","1","-33.2243483539208","-0.244316352652901","0.0645203304572387","-1.53672825348903","2.82621351082934","-4.36294176431838","1.28948525734031","-0.242431616776867","0.287497684592461","-7.64252376390403","0.220345707607228","22.8360642226683","0.351596236294011","-0.943669999836613","0.458806766282879","-0.0484198004625001","0.0255389985325567","-27.1361424684793","0.172680249698304","4.11343113383375","0.797393976517915","-0.597965423110336","0.501125822185335","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","176.910435132996","2012-04-04 09:35:38"
"94","1","50","103.237793434094","FLAG","458696.391200134","3433328.81724735","458794.462149047","3433296.56618578","458789.666473715","3433298.14326464","458701.543733447","3433327.12281418","458701.543733447","3433327.12281418","458763.833891898","3433306.63842244","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-63.6812338951016","92.7654657919339","31.8360952302234","1","6","-5.4239933000136","-70.9958938718609","7.21","1","-65.5719005718473","-0.482185155704997","0.0645203304572387","-1.53216039247441","2.73159072156556","-4.26375111403997","1.19943032909115","-0.47705255935041","0.486685440488091","-17.1077675865743","0.244964893294912","25.5015508822212","0.123320142136951","-1.15718413828437","0.203079019583548","-0.164027694336151","0.159548752104024","-44.18549314181","0.188233423866788","5.02857059400476","0.432711408329487","-0.686647462665718","0.358592073993415","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","108.203676957618","2012-04-04 09:35:38"
"95","1","50","81.5102644732185","FLAG","458737.432716719","3433355.28205943","458799.282082166","3433302.19176646","458795.488118801","3433305.44843086","458743.31963214","3433350.22884568","458743.31963214","3433350.22884568","458776.929968942","3433321.37838593","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-43.7487122105606","68.7519930750161","24.7963067013834","1","6","-7.7582692956204","-52.052781001882","7.21","1","-44.2945117062616","-0.325721167721201","0.0645203304572387","-1.4558122705586","2.52122959065385","-3.97704186121245","1.06541732009524","-0.347446168370377","0.425555824139013","-10.2669825647308","0.201838112858702","21.0119288352108","0.160285306372537","-0.907838608859281","0.212946272118527","-0.0861868135923543","0.0775617260268772","-33.3081799436682","0.148612641560495","3.97011935445291","0.59305184492886","-0.498801654823505","0.326428027638796","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","130.642150164907","2012-04-04 09:35:38"
"96","1","50","49.6998219558548","FLAG","458787.199896021","3433354.3188767","458812.548376612","3433311.56929384","458809.998218524","3433315.87007211","458789.835528855","3433349.8739474","458792.020453864","3433346.18912564","458796.700034741","3433338.29712873","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-14.732404529731","39.5322348073851","14.1649194289","1","6","-9.4514882519243","-18.6265682169791","7.21","1","-9.1750799650548","-0.0674692562358821","0.0645203304572387","-0.985365549183358","1.90951822372782","-2.89488377291118","0.924152674544467","-0.0951873309505117","0.0978781080124154","-5.10184154946843","0.144490396170555","15.0418663685807","0.546028659396435","-0.496356984146338","0.305982322245315","0.090909668430638","0.171618685433007","-22.0537322214256","0.0998649156873657","2.66784595467827","0.414144853590185","-0.186359787910539","0.368179124771815","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","149.334064197219","2012-04-04 09:35:38"
"97","1","50","65.9906307978776","FLAG","458798.035415131","3433387.11625054","458845.236675279","3433340.99896101","458841.502932757","3433344.64695864","458810.404817063","3433375.03091027","458810.404817063","3433375.03091027","458839.740910475","3433346.36851631","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-35.0404067668169","43.4773195638761","17.0816895070502","1","6","-17.2932805932723","-58.3071709705488","7.21","1","-41.0138903772765","-0.301597009468497","0.0645203304572387","-0.616264985983713","1.22449650933516","-1.84076149531888","0.60823152335145","-0.282668813410713","0.59353950329359","-7.89293837602763","0.116958625948112","12.1757297979008","0.0730131877741061","-0.607398017935007","0.0420603911135816","-0.143033120498082","0.391353014101016","-22.0387033844652","0.0891877102485744","2.3826092512666","0.184038517805251","-0.390657902061535","0.104591661065372","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","134.334492994934","2012-04-04 09:35:38"
"98","1","50","68.4534417915562","FLAG","458821.6511275","3433416.44659811","458858.851466225","3433358.98349262","458855.979320862","3433363.42007567","458824.395425767","3433412.20749959","458824.395425767","3433412.20749959","458855.807224777","3433363.6859113","5","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-55.7003863079235","58.118458017479","25.0314698155921","1","5","-5.0498642786834","-62.851643209787","7.21","1","-57.8017789311036","-0.425047307320024","0.0645203304572387","-0.0428853744615479","0.304567315389789","-0.347452689851337","0.261681940928241","-0.418368800256333","0.730797090077954","-11.5485384834523","0.146602080164507","14.9966962407411","0.064907737346289","-0.884922048622773","0.0481844481101065","-0.221701903091419","0.530405296506487","-28.3274932206217","0.120438811891665","3.16019302217726","0.162910639747436","-0.60499195500881","0.161588148825971","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","147.081876655282","2012-04-04 09:35:38"
"99","1","50","63.7494670397608","FLAG","458863.288937666","3433443.81639884","458909.800814151","3433400.22006994","458906.143243193","3433403.64836994","458867.003522485","3433440.33465882","458867.003522485","3433440.33465882","458905.898189689","3433403.87806253","6","01/01/1867 12:00:01 AM","12/29/2002 12:00:01 AM","135.989048596851","-49.3463570469848","53.6451445046267","20.7385078355621","1","6","-5.0912330440709","-58.4005056920772","7.21","1","-53.3092726480063","-0.392011512677357","0.0645203304572387","-0.472274606894584","0.587667339737616","-1.0599419466322","0.115392732843032","-0.381159781053955","0.732174520778781","-12.3903752904148","0.115264537675387","11.9993703297959","0.0297426519347428","-0.70118544248567","-0.0611341196222405","-0.21051141958868","0.570103327513317","-25.2910423887823","0.0914009938637198","2.44173611978273","0.0826509858627153","-0.464281261611819","0.043258422434458","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Mean High Water","CHANGE","NA","Jekyll","133.14678017242","2012-04-04 09:35:38"
