Transect,Base_Off,Tran_Spac,Tran_Dist,Tran_Flag,Start_X,Start_Y,End_X,End_Y,Inner_X,Inner_Y,Outer_X,Outer_Y,Min_DateX,Min_DateY,Max_DateX,Max_DateY,Num_Dates,Min_Date,Max_Date,Elp_Years,Tran_Mean,Range_Dst,Stdev_Chg,MinDPos,MaxDPos,MinDDist,MaxDDist,MinDAcc,MaxDAcc,Net_Chng,EPR,EPR_Error,EPR_MnEra,EPR_SDEra,EPR_Er_L,EPR_Er_U,LRR,LRR_Rsqr,LRR_int,LRR_SEcoe,LRR_SEres,LRR_Pval,LRR_CI_L,LRR_CI_U,WLR,WLR_Rsqr,WLR_int,WLR_SEcoe,WLR_SEres,WLR_Pval,WLR_CI_L,WLR_CI_U,WLR,RLR,LMS,JK_avg,JK_min,JK_max,MinClass1,MaxClass1,Attr_Chng,Base_Loc,Shore_Loc,T_azimuth,Time_Stmp
76,1,100,44.864426074791,FLAG,459666.513266428,3435784.8031431,459710.773495399,3435792.14132125,459705.239158336,3435791.22374915,459671.443814458,3435785.62060927,459671.443814458,3435785.62060927,459705.239158336,3435791.22374915,6,1867-01-01,2002-12-29,136.082191780822,-24.3828818518478,34.256684665171,13.4854836784258,1,6,-4.9978550210489,-39.2545396862199,7.21,1,-34.256684665171,-0.251735250710437,0.0644761686978566,0.0938024939502486,0.985908365904925,-0.892105871954676,1.07971085985517,-0.171198056437367,0.349796276939012,-7.40541901575706,0.116704061064912,12.1575554826076,0.21628735246367,-0.495220475537745,0.152824362663012,-0.227298321228633,0.820299583597419,-3.21434324938172,0.0531930054057768,1.42199951900715,0.0129183984946338,-0.374985780718262,-0.079610861739004,-0.227298321228633,0,0,0,0,0,NA,NA,NA,undefined,NA,85.3485106269373,2010-01-26 10:16:28
77,1,100,36.9507886478725,FLAG,459658.878113515,3435884.42683007,459695.371628202,3435890.22201492,459690.4310229,3435889.43744481,459663.812081866,3435885.21034624,459663.812081866,3435885.21034624,459675.435154548,3435887.05609487,6,1867-01-01,2002-12-29,136.082191780822,-14.1051576461538,26.9524838204952,8.95723576842961,1,6,-4.9957923566329,-16.7645053942038,7.21,1,-11.7687130375709,-0.08648238894128,0.0644761686978566,0.251271332373632,0.89827285761324,-0.647001525239608,1.14954418998687,-0.0454153724943833,0.055796676112898,-8.32856879470023,0.0934117446189461,9.73109639518328,0.652270154901006,-0.304767953609643,0.213937208620876,-0.0277006589126192,0.112888873945857,-8.16239496971747,0.0388260801384939,1.03793096217638,0.514980638884561,-0.135499139067158,0.0800978212419196,-0.0277006589126192,0,0,0,0,0,NA,NA,NA,undefined,NA,81.8545674670756,2010-01-26 10:16:28
78,1,100,41.7352959938287,FLAG,459638.130547473,3435977.07253291,459679.323821737,3435983.77694095,459674.444513918,3435982.98280959,459641.74944183,3435977.66152577,459646.432922292,3435978.42378526,459641.74944183,3435977.66152577,6,1867-01-01,2002-12-29,136.082191780822,-8.98409294739112,33.1252743440664,11.637559572235,1,6,-8.4116175928725,-3.6665118235181,7.21,1,4.7451057693544,0.034869410223764,0.0644761686978566,0.465149425285399,1.24651271323687,-0.781363287951475,1.71166213852227,0.0527615176929649,0.0446129871502226,-11.4666008140459,0.122080499902336,12.7176418486552,0.687884730157135,-0.286188288700977,0.391711324086906,0.146560143745514,0.535494455188642,-15.6923710185939,0.0682501874884435,1.8245205932691,0.0982683920227412,-0.0429327552356062,0.336053042726635,0.146560143745514,0,0,0,0,0,NA,NA,NA,undefined,NA,78.0878506294462,2010-01-26 10:16:28
79,1,100,40.6686347482403,FLAG,459616.391848392,3436074.46499439,459656.368426544,3436081.93567385,459651.45358578,3436081.01720605,459621.109437552,3436075.34660052,459621.109437552,3436075.34660052,459626.682945647,3436076.38815771,6,1867-01-01,2002-12-29,136.082191780822,-10.0508165055852,30.8694525174753,11.7918608764523,1,6,-4.7992579475594,-10.4692521163215,7.21,1,-5.6699941687621,-0.0416659527199148,0.0644761686978566,0.476017021445024,1.55355989361049,-1.07754287216546,2.02957691505551,0.00933044794848364,0.00135891056128779,-9.07948590917572,0.126468328152023,13.174740469791,0.944729940895806,-0.34180192271175,0.360462818608717,0.00247916758072923,0.000597111311958498,-6.14496112850052,0.0507129108673203,1.3556995757369,0.963353503683816,-0.138322445567174,0.143280780728633,0.00247916758072923,0,0,0,0,0,NA,NA,NA,undefined,NA,79.2483018724728,2010-01-26 10:16:28
80,1,100,40.1532091970578,FLAG,459596.208501953,3436171.05986071,459635.618613473,3436178.74902964,459616.820856964,3436175.08146515,459601.193102029,3436172.03238858,459601.193102029,3436172.03238858,459609.653164035,3436173.68300167,5,1867-01-01,2002-12-29,136.082191780822,-8.17538853782025,15.9224241949895,6.09469606121312,1,5,-5.0785872424632,-13.6981680163845,7.21,1,-8.6195807739213,-0.0633409901848455,0.0644761686978566,-0.0847070511733777,0.487783910568849,-0.572490961742226,0.403076859395471,-0.0584845566164936,0.241226087204803,-1.92237023981787,0.0598859073061748,6.13024195912299,0.400791826389289,-0.249068241061592,0.132099127828605,-0.0133147372297229,0.0186305885731987,-7.02750463741774,0.05579238713597,1.46493781870882,0.826751702479524,-0.190871013533549,0.164241539074103,-0.0133147372297229,0,0,0,0,0,NA,NA,NA,undefined,NA,79.2438610040289,2010-01-26 10:16:28
81,1,100,53.723526117837,FLAG,459563.68479544,3436265.31682835,459616.265240952,3436276.34016761,459611.375044945,3436275.31495207,459568.691260046,3436266.36641927,459568.691260046,3436266.36641927,459593.141450913,3436271.4923315,6,1867-01-01,2002-12-29,136.082191780822,-28.8697473372463,43.6117155430328,14.3437312472069,1,6,-5.115303406262,-30.0970329225037,7.21,1,-24.9817295162417,-0.183578241864873,0.0644761686978566,0.281561476348579,1.29542140357642,-1.01385992722784,1.576982879925,-0.146075571035619,0.225103104661577,-13.0394890451217,0.135512330759011,14.1168924606986,0.341724642193383,-0.522318118465421,0.230166976394183,-0.0611576547146206,0.150034535963798,-17.1315518456689,0.0727823119837879,1.94567710253753,0.448043030776565,-0.263233748566987,0.140918439137746,-0.0611576547146206,0,0,0,0,0,NA,NA,NA,undefined,NA,78.6403344081733,2010-01-26 10:16:28
82,1,100,52.741603502429,FLAG,459545.990237382,3436363.5686086,459597.272502563,3436375.88956708,459592.375224557,3436374.71295839,459550.770709744,3436364.71715384,459550.770709744,3436364.71715384,459575.309151129,3436370.61270304,6,1867-01-01,2002-12-29,136.082191780822,-24.9799336229954,42.7884535991222,15.2406660806407,1,6,-4.9165101621124,-30.1532414478778,7.21,1,-25.2367312857654,-0.185452122393887,0.0644761686978566,0.425982665322779,1.95993037209538,-1.5339477067726,2.38591303741816,-0.164684815744201,0.253425200631509,-8.39426274425523,0.141330314760346,14.7229764533868,0.308668517262659,-0.557080676376628,0.227711044888225,-0.154511472758263,0.639144086369256,-4.43164488340024,0.0580494704596111,1.55182656897259,0.0562893110503485,-0.315682640875174,0.00665969535864822,-0.154511472758263,0,0,0,0,0,NA,NA,NA,undefined,NA,79.5791943508804,2010-01-26 10:16:29
83,1,100,76.5717918788393,FLAG,459501.746945933,3436439.3149711,459575.919414058,3436458.33297005,459570.973267782,3436457.06476626,459523.486525446,3436444.8890515,459529.314410069,3436446.38333511,459523.486525446,3436444.8890515,6,1867-01-01,2002-12-29,136.082191780822,-15.3963390341009,49.0228388393095,17.1517591868098,1,6,-28.459213773744,-22.4428093076023,7.21,1,6.0164044661417,0.0442115488250799,0.0644761686978566,0.660548646283038,1.75330172913217,-1.09275308284913,2.41385037541521,0.0608630727553326,0.0273300852498869,-17.4212480264742,0.181545767023321,18.9123901523096,0.754281879154055,-0.443188783465945,0.56491492897661,0.220541211128475,0.530290943437117,-24.7878164535814,0.103780825654092,2.77435506861317,0.100765617951161,-0.0676005542722153,0.508682976529166,0.220541211128475,0,0,0,0,0,NA,NA,NA,undefined,NA,74.0830836514145,2010-01-26 10:16:29
84,1,100,53.5287530521714,FLAG,459511.473740869,3436481.20596459,459563.390372241,3436494.24401622,459548.317063436,3436490.45858999,459515.96601639,3436482.33412947,459515.96601639,3436482.33412947,459539.911473401,3436488.34765725,5,1867-01-01,2002-12-29,136.082191780822,-22.3045297239891,33.3556157726231,12.5425591442648,1,5,-4.6317702188439,-29.320784531644,7.21,1,-24.6890143128001,-0.181427224162916,0.0644761686978566,-0.230895476575513,0.74601108342271,-0.976906559998224,0.515115606847197,-0.186228846665302,0.577520714259671,-3.13899404649902,0.0919613320695326,9.41365409372972,0.135988021355554,-0.478890848138954,0.10643315480835,-0.09439564257217,0.258080273378917,-12.2729730130228,0.0924043409770268,2.42625599403399,0.382187082138947,-0.388467496106685,0.199676210962345,-0.09439564257217,0,0,0,0,0,NA,NA,NA,undefined,NA,70.8985424352921,2010-01-26 10:16:29
85,1,100,41.6244662784256,FLAG,459479.930417961,3436573.9579923,459520.460723504,3436583.43905371,459515.139924527,3436582.19438454,459485.408966671,3436575.23956311,459485.408966671,3436575.23956311,459499.960084194,3436578.64343676,6,1867-01-01,2002-12-29,136.082191780822,-18.2905953751573,30.5335781732374,12.87794902809,1,6,-5.6264482338726,-20.5703893795507,7.21,1,-14.9439411456781,-0.109815553013338,0.0644761686978566,-0.415420813306396,0.961194280510497,-1.37661509381689,0.545773467204101,-0.171897369886776,0.386930107294092,-2.28055167952013,0.108187720082658,11.2734463587795,0.187286839737992,-0.472274635752782,0.12847989597923,0.0317673477661157,0.028068149751172,-20.0156534858357,0.0934677904805039,2.49887024352918,0.751047929182904,-0.227740841607132,0.291275537139363,0.0317673477661157,0,0,0,0,0,NA,NA,NA,undefined,NA,74.8929942324882,2010-01-26 10:16:29
86,1,100,68.0125274358734,FLAG,459429.564169961,3436659.74435769,459494.404188279,3436680.27423622,459489.803320956,3436678.81749316,459434.401943264,3436661.27611077,459470.415188793,3436672.6787534,459489.803320956,3436678.81749316,6,1867-01-01,2002-12-29,136.082191780822,-5.27467928530536,58.1120705708839,21.9519062050886,1,6,-42.8497880040966,-63.1865476919685,7.21,1,-20.3367596878719,-0.149444680613514,0.0644761686978566,-1.02623350994888,2.58309438355404,-3.60932789350293,1.55686087360516,-0.229897351374165,0.238183088588324,12.9394290542409,0.205576664587876,21.421631762621,0.326061370800629,-0.800669675512062,0.340874972763733,-0.167360610671948,0.61517259166373,2.43984222564338,0.0661847244871946,1.76945488651221,0.0647548870512906,-0.351118865013284,0.0163976436693882,-0.167360610671948,0,0,0,0,0,NA,NA,NA,undefined,NA,80.0586358272959,2010-01-26 10:16:29
87,1,100,79.4829956161476,FLAG,459408.178675835,3436756.84977368,459478.93770372,3436793.05345532,459474.278953462,3436790.66981727,459412.881576734,3436759.25600129,459474.278953462,3436790.66981727,459462.342837411,3436784.56273301,6,1867-01-01,2002-12-29,136.082191780822,35.155067286496,68.9671349543362,23.6513849064137,1,6,-74.2498622989514,-60.842127792477,7.21,1,13.4077345064744,0.0985267383705085,0.0644761686978566,-0.710448337074545,2.16569313426873,-2.87614147134328,1.45524479719419,0.048174784838248,0.00900977362345392,25.6633566452789,0.252619885548954,26.3236597159204,0.858047862058914,-0.653210459869773,0.749560029546269,-0.158507267862755,0.238778160110264,36.0099620586147,0.141506863141912,3.78319940743904,0.325365409713479,-0.55139330538501,0.2343787696595,-0.158507267862755,0,0,0,0,0,NA,NA,NA,undefined,NA,84.2461643346674,2010-01-26 10:16:29
88,1,100,72.3020811702678,FLAG,459376.347075933,3436850.40305401,459436.480081444,3436890.54794895,459432.186757185,3436887.68171851,459380.313461043,3436853.05101934,459432.186757185,3436887.68171851,459427.216038966,3436884.36325872,7,1855-01-01,2002-12-29,148.090410958904,27.6971252702325,62.3708600024905,23.0656890371989,1,7,-67.1399197841213,-61.1632806808254,7.21,1,5.9766391032959,0.0403580425268349,0.0592479843713122,-0.54084405838915,1.75113259347811,-2.29197665186726,1.21028853508896,0.145346521532786,0.115201815600159,12.8504400697715,0.180140801191255,23.7672627378403,0.456401386132034,-0.317720149866427,0.608413192932,-0.128769154865865,0.172501176608734,26.7259550552589,0.126128869983435,4.14712827906609,0.354116285025333,-0.452993736994618,0.195455427262888,-0.128769154865865,0,0,0,0,0,NA,NA,NA,undefined,NA,51.7169445205369,2010-01-26 10:16:29
89,1,100,84.0395645626795,FLAG,459301.549800592,3436915.28446974,459367.086887364,3436967.89187102,459363.333694485,3436964.87913833,459305.63360537,3436918.56258854,459332.751520108,3436940.33046217,459363.333694485,3436964.87913833,7,1855-01-01,2002-12-29,148.090410958904,-3.67159652112955,73.9900200542985,24.0110305009,1,7,-40.0106115628636,-79.2267675542114,7.21,1,-39.2161559913478,-0.264812257170591,0.0592479843713122,-1.04688735276961,2.40661579614,-3.45350314890961,1.35972844337039,-0.0842440774832905,0.0357141289972437,3.1648264639648,0.195765990892287,25.828805633715,0.684872673803046,-0.587476577706347,0.418988422739766,-0.382689227369807,0.542847381976463,19.4141469508526,0.157055433798592,5.16399640282732,0.058896111075946,-0.78641307268045,0.0210346179408358,-0.382689227369807,0,0,0,0,0,NA,NA,NA,undefined,NA,20.6332414599488,2010-01-26 10:16:29
90,1,100,61.40677972373,FLAG,459214.987905574,3436965.31220853,459258.905006031,3437008.23167828,459253.860483564,3437003.30174832,459218.639455848,3436968.88080937,459248.250096787,3436997.81880835,459231.437740766,3436981.38836558,7,1855-01-01,2002-12-29,148.090410958904,16.5695286412093,49.2475566041817,16.3086564074092,1,7,-46.5086271101503,-23.0008674431025,7.21,1,23.5077596670478,0.15873924256697,0.0592479843713122,-0.376168438850417,1.19014811278464,-1.56631655163506,0.813979673934223,0.170972091218113,0.318857755970788,1.3925281136101,0.111753372147088,14.7444206981157,0.186593069409182,-0.116299097294297,0.458243279730523,0.181627038864661,0.734460306438876,-3.51655874998349,0.0488400455677806,1.6058649708954,0.0137289586349893,0.0560797048764738,0.307174372852847,0.181627038864661,0,0,0,0,0,NA,NA,NA,undefined,NA,44.1351999726527,2010-01-26 10:16:29
91,1,100,61.4041057434977,FLAG,459150.809058548,3437037.81929398,459197.728947882,3437077.42974951,459193.039625066,3437073.47095473,459154.966750183,3437041.32927795,459189.594836626,3437070.56281404,459179.68208374,3437062.19432335,7,1855-01-01,2002-12-29,148.090410958904,16.4223847511582,49.8260091501748,16.360789560334,1,7,-50.7589862683296,-37.78615672735,7.21,1,12.9728295409796,0.0876007396898887,0.0592479843713122,-0.503291264075516,1.62930343543529,-2.13259469951081,1.12601217135977,0.130752268924229,0.185298905678081,4.27983757831796,0.122610299775905,16.1768527167002,0.335002634076929,-0.184427540541637,0.445932078390094,0.0659287619469927,0.285462183244869,3.57786422405995,0.0466474852478831,1.53377339576753,0.216679025052275,-0.0539824163093285,0.185839940203314,0.0659287619469927,0,0,0,0,0,NA,NA,NA,undefined,NA,55.841790059404,2010-01-26 10:16:29
92,1,100,47.3442096342889,FLAG,459122.469724962,3437133.48235355,459165.383424488,3437153.47956782,459159.27946004,3437150.63520142,459127.31826709,3437135.74170981,459137.158353963,3437140.32705966,459149.871461936,3437146.2511992,7,1855-01-01,2002-12-29,148.090410958904,-11.9727931081411,35.2609408166646,11.8355127162294,1,7,-16.2051172090818,-30.2307560054049,7.21,1,-14.0256387963231,-0.0947099728166417,0.0592479843713122,-0.611661064796895,1.33975449900986,-1.95141556380676,0.728093434212969,-0.0833613293842941,0.143925588811784,-4.01662397708974,0.0909214556425112,11.9959171407713,0.401281510417409,-0.317082371728546,0.150359712959958,-0.00671021407892782,0.00313400553220885,-13.539721353264,0.0535204658617845,1.75975759961496,0.905110538775639,-0.144288951458025,0.130868523300169,-0.00671021407892782,0,0,0,0,0,NA,NA,NA,undefined,NA,55.2856999955336,2010-01-26 10:16:29
93,1,100,46.9276205362618,FLAG,459098.299677773,3437230.05519802,459143.725588494,3437241.83179364,459138.884888737,3437240.57684987,459103.181298401,3437231.32075046,459116.552709864,3437234.78726777,459125.692553301,3437237.15675774,7,1855-01-01,2002-12-29,148.090410958904,-7.67336894015623,36.8838953905548,11.7190402319927,1,7,-18.856448885957,-28.2984413026707,7.21,1,-9.4419924167137,-0.0637582970806523,0.0592479843713122,-0.533778012586969,1.69603042471903,-2.229808437306,1.16225241213206,-0.0822045704138779,0.142754807204979,-0.418072352267354,0.0900882436908566,11.885985535936,0.403362761932613,-0.313783773249972,0.149374632422216,-0.000319131728905025,7.46925350020523e-06,-9.84227600845112,0.0522209491665544,1.71702937699143,0.995360343452101,-0.134557355096137,0.133919091638327,-0.000319131728905025,0,0,0,0,0,NA,NA,NA,undefined,NA,72.6042695213176,2010-01-26 10:16:29
94,1,100,55.6597891797187,FLAG,459076.129039926,3437326.16969626,459131.521381812,3437331.61952121,459127.648000673,3437331.23843516,459080.842730272,3437326.63345689,459112.267789235,3437329.72523934,459120.977021261,3437330.5821049,7,1855-01-01,2002-12-29,148.090410958904,1.62902749197765,47.0312572884389,16.0455675157671,1,7,-36.3132357154899,-45.064517969133,7.21,1,-8.7512822536431,-0.0590941857543472,0.0592479843713122,-0.5482528280044,2.24394888625525,-2.79220171425965,1.69569605825084,-0.10107816083035,0.115129707599997,8.96949652185744,0.125319437113452,16.5342885583783,0.456551504385908,-0.423222029526357,0.221065707865658,-0.0623697962172364,0.193287874906034,0.247601569426093,0.0569831311581036,1.87361033747896,0.323624416360253,-0.208849598109939,0.0841100056754664,-0.0623697962172364,0,0,0,0,0,NA,NA,NA,undefined,NA,98.5715425447605,2010-01-26 10:16:29
95,1,100,47.9973838332246,FLAG,459079.900227619,3437424.75321304,459127.825903063,3437422.13052584,459122.957372711,3437422.39695155,459085.129145271,3437424.46706547,459118.648404383,3437422.63275577,459122.957372711,3437422.39695155,7,1855-01-01,2002-12-29,148.090410958904,8.52226592373033,37.8848276082693,13.4002288111052,1,7,-38.8061533982604,-43.1215689841643,7.21,1,-4.3154155859039,-0.0291404119818497,0.0592479843713122,-0.429032422243075,1.72675322901599,-2.15578565125907,1.29772080677292,-0.0200285507306456,0.00648123137109103,8.80541990915368,0.110898021429945,14.631568167801,0.863771076471784,-0.305100990226468,0.265043888765177,-0.0751711685594031,0.330038405118029,7.10707417711568,0.0478970772986142,1.57486009171243,0.177341046690993,-0.198294525443289,0.0479521883244831,-0.0751711685594031,0,0,0,0,0,NA,NA,NA,undefined,NA,95.2414868942588,2010-01-26 10:16:29
96,1,100,59.5350938480425,FLAG,459077.74255667,3437524.72562373,459136.717947319,3437516.58125774,459131.757518399,3437517.26628158,459082.770417657,3437524.03128767,459131.757518399,3437517.26628158,459114.786743836,3437519.60990657,7,1855-01-01,2002-12-29,148.090410958904,18.7120055326684,49.4520105395844,16.0253471611442,1,7,-54.5275882075761,-37.3957532997406,7.21,1,17.1318349078355,0.115684971072095,0.0592479843713122,-0.442751684308336,1.92580948754397,-2.36856117185231,1.48305780323564,0.0935704194810152,0.0989111300885672,9.02818518390355,0.126303331202561,16.6641007340066,0.492094354149807,-0.231102629488645,0.418243468450675,0.0740090828245896,0.36633001043995,6.37044880170773,0.0435306688922553,1.43129220132903,0.149845960702349,-0.0378900639229406,0.18590822957212,0.0740090828245896,0,0,0,0,0,NA,NA,NA,undefined,NA,99.2610071607351,2010-01-26 10:16:29
97,1,100,74.2700488417518,FLAG,459080.347925759,3437624.63607203,459154.081854289,3437615.72832604,459149.124138066,3437616.32726438,459085.307094025,3437624.03695827,459149.124138066,3437616.32726438,459106.990333166,3437621.41742083,7,1855-01-01,2002-12-29,148.090410958904,39.3435774034734,64.2810585626806,22.6250846132338,1,7,-69.2762850030598,-26.8361246824701,7.21,1,42.4401603205897,0.286582770928815,0.0592479843713122,-0.138899780195574,1.16178088180445,-1.30068066200003,1.02288110160888,0.300752727087593,0.512650786392719,11.1894478334645,0.131139611488459,17.3021857401165,0.070351808901062,-0.0363523761370426,0.637857830312228,0.193522197695352,0.64783197724178,14.3757914763944,0.0638101189378119,2.09808229291458,0.0289890049813786,0.02949306502402,0.357551330366684,0.193522197695352,0,0,0,0,0,NA,NA,NA,undefined,NA,99.5809123222134,2010-01-26 10:16:29
98,1,100,95.3416188864074,FLAG,459072.095262604,3437724.18394714,459167.018554969,3437715.26246417,459161.978645702,3437715.73614627,459078.050600106,3437723.62422739,459161.978645702,3437715.73614627,459089.566328846,3437722.54190738,7,1855-01-01,2002-12-29,148.090410958904,58.5300556344011,84.2979161148846,34.8675205954374,1,7,-90.2794987617291,-17.5480611521064,7.21,1,72.7314376096227,0.491128609466862,0.0592479843713122,-0.157362918036795,2.50355407187911,-2.66091698991591,2.34619115384232,0.544990910902676,0.70879278899953,9.33568171206588,0.156223252153514,20.6116496381647,0.0174978163502715,0.143406256612823,0.94657556519253,0.417236063484481,0.83940463805994,11.7639460108419,0.081616441242161,2.68355572801496,0.003731700312295,0.207434322138103,0.627037804830858,0.417236063484481,0,0,0,0,0,NA,NA,NA,undefined,NA,96.6578835229736,2010-01-26 10:16:29
99,1,100,139.290244447765,FLAG,459037.234460367,3437817.82417067,459176.094889292,3437806.89011941,459171.110945743,3437807.28256162,459043.49928036,3437817.33087057,459171.110945743,3437807.28256162,459045.58021844,3437817.1670148,6,1855-01-01,2002-12-29,148.090410958904,96.3875240951633,128.006662539408,58.9690724469988,1,6,-134.290874067941,-8.3715907481559,7.21,1,125.919283319785,0.850286541204399,0.0592479843713122,0.670518005718209,0.670616377534484,-9.83718162750336e-05,1.34113438325269,0.944703261589761,0.892554703675029,10.1754842877873,0.163885941932174,21.6109076310054,0.00449433407425598,0.489682940301447,1.39972358287807,0.719841053252649,0.87759798883664,20.7552579540474,0.134416654734656,4.1060855364251,0.00586477464435097,0.346640590157552,1.09304151634775,0.719841053252649,0,0,0,0,0,NA,NA,NA,undefined,NA,93.7009151644876,2010-01-26 10:16:29
100,1,100,187.471540514238,FLAG,458997.367341271,3437909.42295646,459184.752609749,3437915.10975349,459179.615012788,3437914.9538369,459003.871404935,3437909.62034279,459179.615012788,3437914.9538369,459009.391224585,3437909.78785913,7,1855-01-01,2002-12-29,148.090410958904,128.519072668396,175.824520077616,75.4338994356192,1,7,-182.331578207762,-12.0294191004165,7.21,1,170.302159107345,1.14998775413355,0.0592479843713122,1.76017943041962,2.92696691260891,-1.16678748218929,4.68714634302854,1.31096826664471,0.876262337203677,11.9361263764084,0.220313473968998,29.0675304310888,0.00191585016656739,0.744634452314067,1.87730208097535,0.83996725180822,0.752325242066545,48.6095219021112,0.215533811483411,7.0867705769119,0.0114421306840571,0.2859199510435,1.39401455257294,0.83996725180822,0,0,0,0,0,NA,NA,NA,undefined,NA,87.6286239926811,2010-01-26 10:16:29
101,1,100,239.437642897461,FLAG,458949.833032009,3437997.10130505,459188.868782008,3438010.96835444,459184.694154726,3438010.72617409,458955.2119659,3437997.41335018,459184.694154726,3438010.72617409,458965.089929866,3437997.98639507,7,1855-01-01,2002-12-29,148.090410958904,146.785217609671,229.868019237827,100.571435197163,1,7,-235.255996777519,-15.2825494122593,7.21,1,219.97344736526,1.48539966862745,0.0592479843713122,2.55295921971196,3.33622014314193,-0.783260923429976,5.88917936285389,1.73504990220412,0.863490470064008,-4.18110029888756,0.308517411677988,40.7049060182882,0.00246167253522296,0.941980647767155,2.52811915664109,1.22973730745519,0.806198835109355,41.1349737869919,0.269640084777439,8.86578957614663,0.00605325023475914,0.536605403366868,1.92286921154351,1.22973730745519,0,0,0,0,0,NA,NA,NA,undefined,NA,94.9335972791496,2010-01-26 10:16:29
102,1,100,428.19034159248,FLAG,458925.619027928,3438093.68956643,459349.545148135,3438153.96902595,459317.837269292,3438149.46037761,458930.439399048,3438094.37499097,459213.001500752,3438134.55343235,458944.727520633,3438096.40666632,7,1855-01-01,2002-12-29,148.090410958904,131.525550288907,391.294658397524,151.78349461346,1,7,-268.078069484661,-19.3007027129753,7.21,1,248.777366771686,1.67990192721339,0.0592479843713122,1.25994709666125,6.87884456491858,-5.61889746825733,8.13879166157983,2.51159564107073,0.794389051559398,-75.4427827918216,0.571440756025323,75.3942610322045,0.00705347357798596,1.04266041348975,3.9805308686517,1.80591122303123,0.741395370103407,-13.8278701244003,0.47698487503331,15.6833044187047,0.0128095445474579,0.579782567397351,3.03203987866512,1.80591122303123,0,0,0,0,0,NA,NA,NA,undefined,NA,68.0224936541007,2010-01-26 10:16:29
103,1,100,256.028867772141,FLAG,458904.251652047,3438191.14238507,459153.246762608,3438250.74285528,459147.885075998,3438249.45946043,458908.795114333,3438192.22992646,459147.885075998,3438249.45946043,458935.774344785,3438198.68778348,7,1855-01-01,2002-12-29,148.090410958904,133.256006156344,245.843912528057,117.296862201768,1,7,-250.515721152336,-32.4131639071644,7.21,1,218.102557245172,1.47276623673964,0.0592479843713122,2.97976995233658,4.91915616810961,-1.93938621577303,7.89892612044619,1.85886344726254,0.728626714156643,-25.0541820315151,0.507333437561282,66.9361245563064,0.0145342586119776,0.554721328056577,3.1630055664685,1.29736928109294,0.700398958079823,29.8040772660141,0.379470065625526,12.4770089545824,0.018860691073199,0.321910423228248,2.27282813895764,1.29736928109294,0,0,0,0,0,NA,NA,NA,undefined,NA,88.8322758911872,2010-01-26 10:16:29
104,1,100,246.049310263176,FLAG,458884.948284269,3438288.9458729,459108.063254007,3438392.67616433,459104.537966982,3438391.03719295,458984.38196594,3438335.17443744,459104.537966982,3438391.03719295,458925.209728944,3438307.66416596,7,1855-01-01,2002-12-29,148.090410958904,157.342795951045,232.350449138241,109.08790198353,1,7,-242.161653410581,-44.3999822339389,7.21,1,197.761671176642,1.33541172514892,0.0592479843713122,4.19738930589489,9.732322062727,-5.53493275683212,13.9297113686219,1.58590180640134,0.61317199713967,16.0430350025735,0.563325081165469,74.3235020735816,0.0373166550366588,0.137828585199028,3.03397502760364,0.727974183338723,0.385100148939895,94.8120012522412,0.411382986191955,13.526308574614,0.137022117017973,-0.329519448456141,1.78546781513359,0.727974183338723,0,0,0,0,0,NA,NA,NA,undefined,NA,70.0369382703266,2010-01-26 10:16:30
105,1,100,227.106679823427,FLAG,458869.890640975,3438387.62652939,459069.617534211,3438495.73116453,459064.973750328,3438493.21765944,458874.700665456,3438390.23001424,459064.973750328,3438493.21765944,458916.455039754,3438412.83008239,7,1855-01-01,2002-12-29,148.090410958904,144.271231321713,216.356885469675,94.287369327668,1,7,-221.826297585962,-52.947731942591,7.21,1,168.878565643371,1.14037475181453,0.0592479843713122,2.55301652329557,6.42683479345047,-3.8738182701549,8.97985131674604,1.46742058381352,0.702724475045464,13.7159322170437,0.426831676243192,56.3149521208924,0.0184764631661865,0.370214829988569,2.56462633763847,0.604577515775565,0.314528005037978,84.3057825681559,0.399146373303507,13.123967672358,0.190281927732444,-0.421460901198542,1.63061593274967,0.604577515775565,0,0,0,0,0,NA,NA,NA,undefined,NA,61.0433467320001,2010-01-26 10:16:30
106,1,100,198.66772916797,FLAG,458855.199354031,3438486.41599665,459006.494024211,3438615.17464447,459002.438704198,3438611.72338263,458859.63757736,3438490.19312663,459002.438704198,3438611.72338263,458895.434102994,3438520.65759859,7,1855-01-01,2002-12-29,148.090410958904,133.309538037169,187.514705955735,77.218815264333,1,7,-193.342616148579,-52.8329662940548,7.21,1,140.509649854524,0.948809912435967,0.0592479843713122,1.35015433911573,3.15090112827191,-1.80074678915619,4.50105546738764,1.20301678664532,0.70417404032302,24.1304038423093,0.348710336543832,46.0078457141907,0.0182395498740189,0.306628329627121,2.09940524366352,0.447019275102866,0.251296902893873,78.6695031510688,0.345066258208917,11.3458087570091,0.251743655740393,-0.440001780339967,1.3340403305457,0.447019275102866,0,0,0,0,0,NA,NA,NA,undefined,NA,36.9581124299093,2010-01-26 10:16:30
