"Transect","Year","Transect_number","Date","Accuracy","Transect_spacing","Transect_distance","Location","Baseline_location","Start_X","Start_Y","End_X","End_Y","Azimuth","Shoreline_location","Class_1","Class_2","Class_3","Position_X","Position_Y","Change_Distance_Raw","Change_Years","Change_Years_Eras","Change_Distance_Cumulative","Change_Distance_Eras","Rate_Consecutive_Eras","Size_1"
"873","T140",1924,140,1924-10-01,13.84,50,31.7375300286494,"NA","NA",1707.78227687074,4253.59136107704,1637.13267603732,3602.17891908577,97.311310118848,"Jekyll","undefined","undefined","undefined",1725.96080083243,4245.56613961095,-23.1224973729588,"57.7467488021903","57.7467488021903","-16.3874171676558","-16.3874171676558","-0.283780775672591",1
"874","T140",1933,140,1933-11-24,4.85,50,31.7375300286494,"NA","NA",1707.78227687074,4253.59136107704,1637.13267603732,3602.17891908577,97.311310118848,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1708.01193581399,4247.86904356908,-5.0264999678372,"66.8939082819986","9.14715947980835","1.7085802374658","18.0959974051216","1.97831878246653",1
"875","T140",1951,140,1951-05-12,3.65,50,31.7375300286494,"NA","NA",1707.78227687074,4253.59136107704,1637.13267603732,3602.17891908577,97.311310118848,"Jekyll","undefined","undefined","undefined",1726.40767752769,4245.50880372385,-23.5730372544041,"84.355806525211","17.4618982432124","-16.8379570491011","-18.5465372865669","-1.06211461252651",1
"876","T140",1974,140,1974-04-18,7.21,50,31.7375300286494,"NA","NA",1707.78227687074,4253.59136107704,1637.13267603732,3602.17891908577,97.311310118848,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1725.5434453268,4245.61968782404,-22.7017206754006,"107.290782569017","22.9349760438056","-15.9666404700976","0.871316579003498","0.0379907342104605",1
"877","T140",2002,140,2002-12-29,1,50,31.7375300286494,"NA","NA",1707.78227687074,4253.59136107704,1637.13267603732,3602.17891908577,97.311310118848,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1729.54644088983,4245.10608909186,-26.737530028656,"135.989048596851","28.6982660278348","-20.002449823353","-4.0358093532554","-0.140629031361721",1
"878","T141",1867,141,1867-01-01,7.21,50,35.1774128880214,"NA","NA",1705.49864051363,4303.26685694372,1638.05225128867,3661.77221250767,80.3795594881364,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1705.69234994281,4299.02320629684,-5.0202845739468,"0","0","0","0","0",1
"879","T141",1924,141,1924-10-01,13.84,50,35.1774128880214,"NA","NA",1705.49864051363,4303.26685694372,1638.05225128867,3661.77221250767,80.3795594881364,"Jekyll","undefined","undefined","undefined",1727.71111781074,4302.75548261497,-27.3531308980128,"57.7467488021903","57.7467488021903","-22.332846324066","-22.332846324066","-0.3867377261457",1
"880","T141",1933,141,1933-11-24,4.85,50,35.1774128880214,"NA","NA",1705.49864051363,4303.26685694372,1638.05225128867,3661.77221250767,80.3795594881364,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1717.19080338563,4300.97224385105,-16.6827533934669,"66.8939082819986","9.14715947980835","-11.6624688195201","10.6703775045459","1.16652361075588",1
"881","T141",1951,141,1951-05-12,3.65,50,35.1774128880214,"NA","NA",1705.49864051363,4303.26685694372,1638.05225128867,3661.77221250767,80.3795594881364,"Jekyll","undefined","undefined","undefined",1725.91390096879,4302.4508465929,-25.5302783305435,"84.355806525211","17.4618982432124","-20.5099937565967","-8.8475249370766","-0.506676010468433",1
"882","T141",1974,141,1974-04-18,7.21,50,35.1774128880214,"NA","NA",1705.49864051363,4303.26685694372,1638.05225128867,3661.77221250767,80.3795594881364,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1723.58035044814,4302.05529969372,-23.1634417536966,"107.290782569017","22.9349760438056","-18.1431571797498","2.3668365768469","0.103197691260992",1
"883","T141",2002,141,2002-12-29,1,50,35.1774128880214,"NA","NA",1705.49864051363,4303.26685694372,1638.05225128867,3661.77221250767,80.3795594881364,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1730.49568044842,4303.22747801663,-30.1774128851369,"135.989048596851","28.6982660278348","-25.1571283111901","-7.0139711314403","-0.244404004222323",1
"884","T142",1867,142,1867-01-01,7.21,50,31.6845882495997,"NA","NA",1707.32514333114,4353.19263884472,1636.8619605464,3704.7310818457,91.9679188524027,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1707.5669280985,4347.93827194674,-5.0007063938842,"0","0","0","0","0",1
"885","T142",1924,142,1924-10-01,13.84,50,31.6845882495997,"NA","NA",1707.32514333114,4353.19263884472,1636.8619605464,3704.7310818457,91.9679188524027,"Jekyll","undefined","undefined","undefined",1729.2380210454,4347.19364938093,-26.6845882483691,"57.7467488021903","57.7467488021903","-21.6838818544849","-21.6838818544849","-0.375499613471961",1
"886","T142",1933,142,1933-11-24,4.85,50,31.6845882495997,"NA","NA",1707.32514333114,4353.19263884472,1636.8619605464,3704.7310818457,91.9679188524027,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1717.40528900572,4347.60022413498,-14.8448732790873,"66.8939082819986","9.14715947980835","-9.8441668852031","11.8397149692818","1.29435974035623",1
"887","T142",1951,142,1951-05-12,3.65,50,31.6845882495997,"NA","NA",1707.32514333114,4353.19263884472,1636.8619605464,3704.7310818457,91.9679188524027,"Jekyll","undefined","undefined","undefined",1725.26775830984,4347.330068307,-22.7119825150058,"84.355806525211","17.4618982432124","-17.7112761211216","-7.8671092359185","-0.450530012621996",1
"888","T142",1974,142,1974-04-18,7.21,50,31.6845882495997,"NA","NA",1707.32514333114,4353.19263884472,1636.8619605464,3704.7310818457,91.9679188524027,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1720.14225247473,4347.50618158886,-17.5834519306625,"107.290782569017","22.9349760438056","-12.5827455367783","5.1285305843433","0.223611769837817",1
"889","T142",2002,142,2002-12-29,1,50,31.6845882495997,"NA","NA",1707.32514333114,4353.19263884472,1636.8619605464,3704.7310818457,91.9679188524027,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1728.05354185193,4347.23434829386,-25.4994100502416,"135.989048596851","28.6982660278348","-20.4987036563574","-7.9159581195791","-0.275834021187946",1
"890","T143",1867,143,1867-01-01,7.21,50,29.0421468749836,"NA","NA",1709.18914835464,4403.10767667973,1636.09651578497,3756.30931227701,88.8652481145156,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1709.45152643754,4398.12443580478,-5.0193347198671,"0","0","0","0","0",1
"891","T143",1924,143,1924-10-01,13.84,50,29.0421468749836,"NA","NA",1709.18914835464,4403.10767667973,1636.09651578497,3756.30931227701,88.8652481145156,"Jekyll","undefined","undefined","undefined",1728.47060791973,4398.501160949,-24.0421468741875,"57.7467488021903","57.7467488021903","-19.0228121543204","-19.0228121543204","-0.329417890165253",1
"892","T143",1933,143,1933-11-24,4.85,50,29.0421468749836,"NA","NA",1709.18914835464,4403.10767667973,1636.09651578497,3756.30931227701,88.8652481145156,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1719.76436468831,4398.32870988967,-15.3341958768829,"66.8939082819986","9.14715947980835","-10.3148611570158","8.7079509973046","0.951984166945677",1
"893","T143",1951,143,1951-05-12,3.65,50,29.0421468749836,"NA","NA",1709.18914835464,4403.10767667973,1636.09651578497,3756.30931227701,88.8652481145156,"Jekyll","undefined","undefined","undefined",1722.1994427882,4398.37694330001,-17.7697516275097,"84.355806525211","17.4618982432124","-12.7504169076426","-2.4355557506268","-0.139478292491684",1
"894","T143",1974,143,1974-04-18,7.21,50,29.0421468749836,"NA","NA",1709.18914835464,4403.10767667973,1636.09651578497,3756.30931227701,88.8652481145156,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1716.97947351582,4398.27354747197,-12.5487584363768,"107.290782569017","22.9349760438056","-7.5294237165097","5.2209931911329","0.227643280776088",1
"895","T143",2002,143,2002-12-29,1,50,29.0421468749836,"NA","NA",1709.18914835464,4403.10767667973,1636.09651578497,3756.30931227701,88.8652481145156,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1725.40769789595,4398.44049160276,-20.9786360478787,"135.989048596851","28.6982660278348","-15.9593013280116","-8.4298776115019","-0.293741705625199",1
"896","T144",1867,144,1867-01-01,7.21,50,33.4237827766862,"NA","NA",1703.8192086253,4452.81847779267,1635.09610502212,3806.53571904264,88.1298764770053,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1704.0746486272,4447.89946437674,-5.014082926536,"0","0","0","0","0",1
"897","T144",1924,144,1924-10-01,13.84,50,33.4237827766862,"NA","NA",1703.8192086253,4452.81847779267,1635.09610502212,3806.53571904264,88.1298764770053,"Jekyll","undefined","undefined","undefined",1727.4718797346,4448.66341693467,-28.4237827752617,"57.7467488021903","57.7467488021903","-23.4096998487257","-23.4096998487257","-0.405385590259201",1
"898","T144",1933,144,1933-11-24,4.85,50,33.4237827766862,"NA","NA",1703.8192086253,4452.81847779267,1635.09610502212,3806.53571904264,88.1298764770053,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1719.67991204275,4448.40899821278,-20.6276626249357,"66.8939082819986","9.14715947980835","-15.6135796983997","7.796120150326","0.852299576446146",1
"899","T144",1951,144,1951-05-12,3.65,50,33.4237827766862,"NA","NA",1703.8192086253,4452.81847779267,1635.09610502212,3806.53571904264,88.1298764770053,"Jekyll","undefined","undefined","undefined",1717.91743510804,4448.35145085678,-18.8642464393352,"84.355806525211","17.4618982432124","-13.8501635127992","1.7634161856005","0.100986511376903",1
"900","T144",1974,144,1974-04-18,7.21,50,33.4237827766862,"NA","NA",1703.8192086253,4452.81847779267,1635.09610502212,3806.53571904264,88.1298764770053,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1715.47797451162,4448.27179903165,-16.4234858172251,"107.290782569017","22.9349760438056","-11.4094028906891","2.4407606221101","0.106420892589915",1
"901","T144",2002,144,2002-12-29,1,50,33.4237827766862,"NA","NA",1703.8192086253,4452.81847779267,1635.09610502212,3806.53571904264,88.1298764770053,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1721.67819790309,4448.4742450607,-22.6270134023004,"135.989048596851","28.6982660278348","-17.6129304757644","-6.2035275850753","-0.216163846939687",1
"902","T145",1867,145,1867-01-01,7.21,50,37.1685991447685,"NA","NA",1698.4492688959,4502.52927890606,1633.46898705408,3856.36872855993,88.1298764772978,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1698.70470889821,4497.61026548967,-5.0140829269432,"0","0","0","0","0",1
"903","T145",1924,145,1924-10-01,13.84,50,37.1685991447685,"NA","NA",1698.4492688959,4502.52927890606,1633.46898705408,3856.36872855993,88.1298764772978,"Jekyll","undefined","undefined","undefined",1725.8447617676,4498.49642645288,-32.1685991444646,"57.7467488021903","57.7467488021903","-27.1545162175214","-27.1545162175214","-0.470234546199966",1
"904","T145",1933,145,1933-11-24,4.85,50,37.1685991447685,"NA","NA",1698.4492688959,4502.52927890606,1633.46898705408,3856.36872855993,88.1298764772978,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1717.85447546793,4498.23553234804,-24.1740546992533,"66.8939082819986","9.14715947980835","-19.1599717723101","7.9945444452113","0.873992025924402",1
"905","T145",1951,145,1951-05-12,3.65,50,37.1685991447685,"NA","NA",1698.4492688959,4502.52927890606,1633.46898705408,3856.36872855993,88.1298764772978,"Jekyll","undefined","undefined","undefined",1713.74149642343,4498.10123778787,-20.0588837855621,"84.355806525211","17.4618982432124","-15.0448008586189","4.1151709136912","0.235665725247873",1
"906","T145",1974,145,1974-04-18,7.21,50,37.1685991447685,"NA","NA",1698.4492688959,4502.52927890606,1633.46898705408,3856.36872855993,88.1298764772978,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1712.92593408894,4498.07460852806,-19.2428868254586,"107.290782569017","22.9349760438056","-14.2288038985154","0.815996960103497","0.0355787142984126",1
"907","T145",2002,145,2002-12-29,1,50,37.1685991447685,"NA","NA",1698.4492688959,4502.52927890606,1633.46898705408,3856.36872855993,88.1298764772978,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1720.50878787303,4498.32219938794,-26.8297816279782,"135.989048596851","28.6982660278348","-21.815698701035","-7.5868948025196","-0.264367707622508",1
"908","T146",1867,146,1867-01-01,7.21,50,40.90172295644,"NA","NA",1693.07932916674,4552.24008001899,1631.8140488303,3906.62739414675,87.5326457247087,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1693.32914436003,4547.37313679187,-5.010432568419,"0","0","0","0","0",1
"909","T146",1924,146,1924-10-01,13.84,50,40.90172295644,"NA","NA",1693.07932916674,4552.24008001899,1631.8140488303,3906.62739414675,87.5326457247087,"Jekyll","undefined","undefined","undefined",1724.19179582543,4548.70301139168,-35.9017229579405,"57.7467488021903","57.7467488021903","-30.8912903895215","-30.8912903895215","-0.534944235481354",1
"910","T146",1933,146,1933-11-24,4.85,50,40.90172295644,"NA","NA",1693.07932916674,4552.24008001899,1631.8140488303,3906.62739414675,87.5326457247087,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1710.75751983322,4548.12412715564,-22.4549806612449,"66.8939082819986","9.14715947980835","-17.4445480928259","13.4467422966956","1.47004568209161",1
"911","T146",1951,146,1951-05-12,3.65,50,40.90172295644,"NA","NA",1693.07932916674,4552.24008001899,1631.8140488303,3906.62739414675,87.5326457247087,"Jekyll","undefined","undefined","undefined",1712.93854544754,4548.21810775809,-24.6380301530593,"84.355806525211","17.4618982432124","-19.6275975846403","-2.1830494918144","-0.125017879580358",1
"912","T146",1974,146,1974-04-18,7.21,50,40.90172295644,"NA","NA",1693.07932916674,4552.24008001899,1631.8140488303,3906.62739414675,87.5326457247087,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1708.84628280281,4548.04177176999,-20.5419701029838,"107.290782569017","22.9349760438056","-15.5315375345648","4.0960600500755","0.178594476935666",1
"913","T146",2002,146,2002-12-29,1,50,40.90172295644,"NA","NA",1693.07932916674,4552.24008001899,1631.8140488303,3906.62739414675,87.5326457247087,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1716.03630932374,4548.35159069905,-27.7386685919239,"135.989048596851","28.6982660278348","-22.7282360235049","-7.1966984889401","-0.250771195791409",1
"914","T147",1867,147,1867-01-01,7.21,50,48.0756795438864,"NA","NA",1683.78277758544,4601.34505211608,1629.68480295222,3956.04120613076,87.5326457246499,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1684.08317266853,4596.48028838076,-5.0610593937588,"0","0","0","0","0",1
"915","T147",1924,147,1924-10-01,13.84,50,48.0756795438864,"NA","NA",1683.78277758544,4601.34505211608,1629.68480295222,3956.04120613076,87.5326457246499,"Jekyll","undefined","undefined","undefined",1722.06254994712,4598.11682337569,-43.0756795451924,"57.7467488021903","57.7467488021903","-38.0146201514336","-38.0146201514336","-0.658298881581222",1
"916","T147",1933,147,1933-11-24,4.85,50,48.0756795438864,"NA","NA",1683.78277758544,4601.34505211608,1629.68480295222,3956.04120613076,87.5326457246499,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1704.51796021493,4597.36082532769,-25.514809352665,"66.8939082819986","9.14715947980835","-20.4537499589062","17.5608701925274","1.91981677276882",1
"917","T147",1951,147,1951-05-12,3.65,50,48.0756795438864,"NA","NA",1683.78277758544,4601.34505211608,1629.68480295222,3956.04120613076,87.5326457246499,"Jekyll","undefined","undefined","undefined",1712.54998598073,4597.70692608599,-33.5542884176966,"84.355806525211","17.4618982432124","-28.4932290239378","-8.0394790650316","-0.460401209138681",1
"918","T147",1974,147,1974-04-18,7.21,50,48.0756795438864,"NA","NA",1683.78277758544,4601.34505211608,1629.68480295222,3956.04120613076,87.5326457246499,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1705.05341941834,4597.38389831688,-26.0507654341742,"107.290782569017","22.9349760438056","-20.9897060404154","7.5035229835224","0.327165067414534",1
"919","T147",2002,147,2002-12-29,1,50,48.0756795438864,"NA","NA",1683.78277758544,4601.34505211608,1629.68480295222,3956.04120613076,87.5326457246499,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1708.62712725234,4597.53788972879,-29.6277894818641,"135.989048596851","28.6982660278348","-24.5667300881053","-3.5770240476899","-0.124642514785405",1
"920","T148",1867,148,1867-01-01,7.21,50,55.8189900396846,"NA","NA",1673.92010748171,4650.3626789297,1627.55826461932,4005.39218360186,87.5326457245487,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1674.220502563,4645.49791519484,-5.061059391956,"0","0","0","0","0",1
"921","T148",1924,148,1924-10-01,13.84,50,55.8189900396846,"NA","NA",1673.92010748171,4650.3626789297,1627.55826461932,4005.39218360186,87.5326457245487,"Jekyll","undefined","undefined","undefined",1719.93601161405,4647.46780084679,-50.8189900408943,"57.7467488021903","57.7467488021903","-45.7579306489383","-45.7579306489383","-0.79238972925871",1
"922","T148",1933,148,1933-11-24,4.85,50,55.8189900396846,"NA","NA",1673.92010748171,4650.3626789297,1627.55826461932,4005.39218360186,87.5326457245487,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1698.24334145023,4646.53306161705,-29.1061902153612,"66.8939082819986","9.14715947980835","-24.0451308234052","21.7127998255331","2.37372048377012",1
"923","T148",1951,148,1951-05-12,3.65,50,55.8189900396846,"NA","NA",1673.92010748171,4650.3626789297,1627.55826461932,4005.39218360186,87.5326457245487,"Jekyll","undefined","undefined","undefined",1701.97179987014,4646.69372124691,-32.8381084493926,"84.355806525211","17.4618982432124","-27.7770490574366","-3.7319182340314","-0.213717786122252",1
"924","T148",1974,148,1974-04-18,7.21,50,55.8189900396846,"NA","NA",1673.92010748171,4650.3626789297,1627.55826461932,4005.39218360186,87.5326457245487,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1701.60569779453,4646.67794587277,-32.4716666502389,"107.290782569017","22.9349760438056","-27.4106072582829","0.366441799153698","0.0159774223637207",1
"925","T148",2002,148,2002-12-29,1,50,55.8189900396846,"NA","NA",1673.92010748171,4650.3626789297,1627.55826461932,4005.39218360186,87.5326457245487,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1702.06686278561,4646.69781751698,-32.9332595783243,"135.989048596851","28.6982660278348","-27.8722001863683","-0.461592928085395","-0.0160843490557126",1
"926","T149",1867,149,1867-01-01,7.21,50,56.0156879615531,"NA","NA",1665.76531561755,4699.66989764292,1614.95803427149,4074.74254188687,66.3773068139876,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1665.76932305109,4696.66908408003,-5.1953268341758,"0","0","0","0","0",1
"927","T149",1924,149,1924-10-01,13.84,50,56.0156879615531,"NA","NA",1665.76531561755,4699.66989764292,1614.95803427149,4074.74254188687,66.3773068139876,"Jekyll","undefined","undefined","undefined",1707.64181567071,4714.98247969896,-50.8974722681727,"57.7467488021903","57.7467488021903","-45.7021454339969","-45.7021454339969","-0.791423697125326",1
"928","T149",1933,149,1933-11-24,4.85,50,56.0156879615531,"NA","NA",1665.76531561755,4699.66989764292,1614.95803427149,4074.74254188687,66.3773068139876,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1701.19232049299,4712.16172198066,-43.8581070870871,"66.8939082819986","9.14715947980835","-38.6627802529113","7.0393651810856","0.769568432323111",1
"929","T149",1951,149,1951-05-12,3.65,50,56.0156879615531,"NA","NA",1665.76531561755,4699.66989764292,1614.95803427149,4074.74254188687,66.3773068139876,"Jekyll","undefined","undefined","undefined",1696.6514092898,4710.17570447596,-38.9018847267002,"84.355806525211","17.4618982432124","-33.7065578925244","4.9562223603869","0.283830674727098",1
"930","T149",1974,149,1974-04-18,7.21,50,56.0156879615531,"NA","NA",1665.76531561755,4699.66989764292,1614.95803427149,4074.74254188687,66.3773068139876,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1704.83295392263,4713.75399309071,-47.8317123841494,"107.290782569017","22.9349760438056","-42.6363855499736","-8.9298276574492","-0.38935413058175",1
"931","T149",2002,149,2002-12-29,1,50,56.0156879615531,"NA","NA",1665.76531561755,4699.66989764292,1614.95803427149,4074.74254188687,66.3773068139876,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1705.39308169862,4713.99897114001,-48.4430693748039,"135.989048596851","28.6982660278348","-43.2477425406281","-0.6113569906545","-0.0213029243669822",1
"932","T150",1867,150,1867-01-01,7.21,50,51.1247971816487,"NA","NA",1659.54431993491,4749.22976305382,1607.55168878357,4111.86030118167,78.7156083859259,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1659.84526426281,4745.15615909267,-5.1566040571544,"0","0","0","0","0",1
"933","T150",1924,150,1924-10-01,13.84,50,51.1247971816487,"NA","NA",1659.54431993491,4749.22976305382,1607.55168878357,4111.86030118167,78.7156083859259,"Jekyll","undefined","undefined","undefined",1700.02146033454,4753.17277416168,-46.1247971825345,"57.7467488021903","57.7467488021903","-40.9681931253801","-40.9681931253801","-0.709445881805665",1
"934","T150",1933,150,1933-11-24,4.85,50,51.1247971816487,"NA","NA",1659.54431993491,4749.22976305382,1607.55168878357,4111.86030118167,78.7156083859259,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1688.02708683372,4750.77945959382,-33.8939774920412,"66.8939082819986","9.14715947980835","-28.7373734348868","12.2308196904933","1.33711669917769",1
"935","T150",1951,150,1951-05-12,3.65,50,51.1247971816487,"NA","NA",1659.54431993491,4749.22976305382,1607.55168878357,4111.86030118167,78.7156083859259,"Jekyll","undefined","undefined","undefined",1686.56370971084,4750.48746253503,-32.401752681191,"84.355806525211","17.4618982432124","-27.2451486240366","1.4922248108502","0.0854560477942451",1
"936","T150",1974,150,1974-04-18,7.21,50,51.1247971816487,"NA","NA",1659.54431993491,4749.22976305382,1607.55168878357,4111.86030118167,78.7156083859259,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1679.76282200334,4749.13043762371,-25.4667984478323,"107.290782569017","22.9349760438056","-20.3101943906779","6.9349542333587","0.302374601138148",1
"937","T150",2002,150,2002-12-29,1,50,51.1247971816487,"NA","NA",1659.54431993491,4749.22976305382,1607.55168878357,4111.86030118167,78.7156083859259,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1680.75178696652,4749.32777217077,-26.4752589685241,"135.989048596851","28.6982660278348","-21.3186549113697","-1.0084605206918","-0.0351401203025186",1
"938","T151",1867,151,1867-01-01,7.21,50,45.5336274100202,"NA","NA",1656.677442746,4799.05210090894,1599.5522142612,4158.60421109572,81.2514110542798,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1656.87214976549,4794.73131543305,-5.0089572181483,"0","0","0","0","0",1
"939","T151",1924,151,1924-10-01,13.84,50,45.5336274100202,"NA","NA",1656.677442746,4799.05210090894,1599.5522142612,4158.60421109572,81.2514110542798,"Jekyll","undefined","undefined","undefined",1691.98349953542,4800.13458385086,-40.533627410311,"57.7467488021903","57.7467488021903","-35.5246701921627","-35.5246701921627","-0.615180437497033",1
"940","T151",1933,151,1933-11-24,4.85,50,45.5336274100202,"NA","NA",1656.677442746,4799.05210090894,1599.5522142612,4158.60421109572,81.2514110542798,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1680.49628430873,4798.36682192609,-28.9111880842925,"66.8939082819986","9.14715947980835","-23.9022308661442","11.6224393260185","1.27060639444126",1
"941","T151",1951,151,1951-05-12,3.65,50,45.5336274100202,"NA","NA",1656.677442746,4799.05210090894,1599.5522142612,4158.60421109572,81.2514110542798,"Jekyll","undefined","undefined","undefined",1680.3019851147,4798.33692131797,-28.7146016575821,"84.355806525211","17.4618982432124","-23.7056444394338","0.1965864267104","0.0112580215491071",1
"942","T151",1974,151,1974-04-18,7.21,50,45.5336274100202,"NA","NA",1656.677442746,4799.05210090894,1599.5522142612,4158.60421109572,81.2514110542798,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1674.3221881364,4797.41669328976,-22.6644122783995,"107.290782569017","22.9349760438056","-17.6554550602512","6.0501893791826","0.263797501581287",1
"943","T151",2002,151,2002-12-29,1,50,45.5336274100202,"NA","NA",1656.677442746,4799.05210090894,1599.5522142612,4158.60421109572,81.2514110542798,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1686.60660751554,4799.30713657197,-35.0934402081856,"135.989048596851","28.6982660278348","-30.0844829900373","-12.4290279297861","-0.433093341518649",1
"944","T152",1867,152,1867-01-01,7.21,50,43.2806784059768,"NA","NA",1652.36493807303,4848.86459185695,1593.41637117788,4204.43388235662,86.1012557079415,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1652.59769980743,4844.12193669286,-5.0003058626047,"0","0","0","0","0",1
"945","T152",1924,152,1924-10-01,13.84,50,43.2806784059768,"NA","NA",1652.36493807303,4848.86459185695,1593.41637117788,4204.43388235662,86.1012557079415,"Jekyll","undefined","undefined","undefined",1685.80105389043,4846.38478321163,-38.2806784076467,"57.7467488021903","57.7467488021903","-33.280372545042","-33.280372545042","-0.57631595259229",1
"946","T152",1933,152,1933-11-24,4.85,50,43.2806784059768,"NA","NA",1652.36493807303,4848.86459185695,1593.41637117788,4204.43388235662,86.1012557079415,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1670.22683426255,4845.32338234875,-22.6703328377884,"66.8939082819986","9.14715947980835","-17.6700269751837","15.6103455698583","1.70657848530103",1
"947","T152",1951,152,1951-05-12,3.65,50,43.2806784059768,"NA","NA",1652.36493807303,4848.86459185695,1593.41637117788,4204.43388235662,86.1012557079415,"Jekyll","undefined","undefined","undefined",1673.01068363391,4845.51310486486,-25.4606396229623,"84.355806525211","17.4618982432124","-20.4603337603576","-2.7903067851739","-0.159794012444123",1
"948","T152",1974,152,1974-04-18,7.21,50,43.2806784059768,"NA","NA",1652.36493807303,4848.86459185695,1593.41637117788,4204.43388235662,86.1012557079415,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1665.44124023931,4844.99723864766,-17.8736381562211,"107.290782569017","22.9349760438056","-12.8733322936164","7.5870014667412","0.330804856837438",1
"949","T152",2002,152,2002-12-29,1,50,43.2806784059768,"NA","NA",1652.36493807303,4848.86459185695,1593.41637117788,4204.43388235662,86.1012557079415,"Jekyll","Natural.Apparent.Marsh Or Swamp","undefined","undefined",1683.06172951299,4846.19809512608,-35.5349998965742,"135.989048596851","28.6982660278348","-30.5346940339695","-17.6613617403531","-0.615415639510176",1
"950","T153",1867,153,1867-01-01,7.21,50,43.5958165961123,"NA","NA",1648.15750711283,4898.68326858198,1588.99938308058,4258.66447296087,80.2876221679858,"Jekyll","Natural.Mean High Water Or Apparent.Marsh","undefined","undefined",1648.33717547002,4894.44538745796,-5.0074116209247,"0","0","0","0","0",1
"951","T153",1924,153,1924-10-01,13.84,50,43.5958165961123,"NA","NA",1648.15750711283,4898.68326858198,1588.99938308058,4258.66447296087,80.2876221679858,"Jekyll","undefined","undefined","undefined",1681.44415940432,4900.11182933673,-38.595816596321,"57.7467488021903","57.7467488021903","-33.5884049753963","-33.5884049753963","-0.581650147793642",1
